noteId,title,from_deck,to_deck,bucket,source
1686038121510,Longest Increasing Path in a Matrix,Interview::LeetCode::NeetCode150::2-D DP,Interview::LeetCode::NeetCode150::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1686038121082,Distinct Subsequences,Interview::LeetCode::NeetCode150::2-D DP,Interview::LeetCode::NeetCode150::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1686038120996,Edit Distance,Interview::LeetCode::NeetCode150::2-D DP,Interview::LeetCode::NeetCode150::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1686038121476,Burst Balloons,Interview::LeetCode::NeetCode150::2-D DP,Interview::LeetCode::NeetCode150::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1686038120872,Regular Expression Matching,Interview::LeetCode::NeetCode150::2-D DP,Interview::LeetCode::NeetCode150::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1686038121516,Reconstruct Itinerary,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038124020,Min Cost to Connect All Points,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038122338,Network Delay Time,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038122408,Swim in Rising Water,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038121390,Alien Dictionary,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038122426,Cheapest Flights Within K Stops,Interview::LeetCode::NeetCode150::Advanced Graphs,Interview::LeetCode::NeetCode150::12 Advanced Graphs,Advanced Graphs,official
1686038121286,Contains Duplicate,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121336,Valid Anagram,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038120854,Two Sum,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038120950,Group Anagrams,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121546,Top K Frequent Elements,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121328,Product of Array Except Self,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038120924,Valid Sudoku,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121394,Encode and Decode Strings,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121108,Longest Consecutive Sequence,Interview::LeetCode::NeetCode150::Arrays & Hashing,Interview::LeetCode::NeetCode150::01 Arrays & Hashing,Arrays & Hashing,official
1686038121008,Subsets,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038120930,Combination Sum,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038120944,Permutations,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038121032,Subsets II,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038120932,Combination Sum II,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038121010,Word Search,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038121114,Palindrome Partitioning,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038120886,Letter Combinations of a Phone Number,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038120954,N-Queens,Interview::LeetCode::NeetCode150::Backtracking,Interview::LeetCode::NeetCode150::09 Backtracking,Backtracking,official
1686038122260,Binary Search,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038121000,Search a 2D Matrix,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038122602,Koko Eating Bananas,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038121158,Find Minimum in Rotated Sorted Array,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038120918,Search in Rotated Sorted Array,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038122814,Time Based Key-Value Store,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038120860,Median of Two Sorted Arrays,Interview::LeetCode::NeetCode150::Binary Search,Interview::LeetCode::NeetCode150::05 Binary Search,Binary Search,official
1686038121124,Single Number,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121234,Number of 1 Bits,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121528,Counting Bits,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121232,Reverse Bits,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121388,Missing Number,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121594,Sum of Two Integers,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038120866,Reverse Integer,Interview::LeetCode::NeetCode150::Bit Manipulation,Interview::LeetCode::NeetCode150::18 Bit Manipulation,Bit Manipulation,official
1686038121252,Number of Islands,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121118,Clone Graph,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038122242,Max Area of Island,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121686,Pacific Atlantic Water Flow,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121112,Surrounded Regions,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038122840,Rotting Oranges,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121424,Walls and Gates,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121266,Course Schedule,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121272,Course Schedule II,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038122220,Redundant Connection,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121498,Number of Connected Components in an Undirected Graph,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121374,Graph Valid Tree,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038121106,Word Ladder,Interview::LeetCode::NeetCode150::Graphs,Interview::LeetCode::NeetCode150::11 Graphs,Graphs,official
1686038120958,Maximum Subarray,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038120962,Jump Game,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038120942,Jump Game II,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038121120,Gas Station,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038122544,Hand of Straights,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038124650,Merge Triplets to Form Target Triplet,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038122378,Partition Labels,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038122208,Valid Parenthesis String,Interview::LeetCode::NeetCode150::Greedy,Interview::LeetCode::NeetCode150::15 Greedy,Greedy,official
1686038122258,Kth Largest Element in a Stream,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038122944,Last Stone Weight,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038122798,K Closest Points to Origin,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038121282,Kth Largest Element in an Array,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038122094,Task Scheduler,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038121562,Design Twitter,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038121442,Find Median from Data Stream,Interview::LeetCode::NeetCode150::Heap / Priority Queue,Interview::LeetCode::NeetCode150::08 Heap - Priority Queue,Heap - Priority Queue,official
1686038120966,Insert Interval,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038120964,Merge Intervals,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038121722,Non-overlapping Intervals,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038121356,Meeting Rooms,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038121358,Meeting Rooms II,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038124554,Minimum Interval to Include Each Query,Interview::LeetCode::NeetCode150::Intervals,Interview::LeetCode::NeetCode150::16 Intervals,Intervals,official
1686038121264,Reverse Linked List,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120894,Merge Two Sorted Lists,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038121138,Reorder List,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120890,Remove Nth Node From End of List,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038121128,Copy List with Random Pointer,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120856,Add Two Numbers,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038121134,Linked List Cycle,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038121426,Find the Duplicate Number,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038121144,LRU Cache,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120898,Merge k Sorted Lists,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120902,Reverse Nodes in k-Group,Interview::LeetCode::NeetCode150::Linked List,Interview::LeetCode::NeetCode150::06 Linked List,Linked List,official
1686038120948,Rotate Image,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038120960,Spiral Matrix,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038120998,Set Matrix Zeroes,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038121256,Happy Number,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038120984,Plus One,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038120952,"Pow(x, n)",Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038120938,Multiply Strings,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038124878,Detect Squares,Interview::LeetCode::NeetCode150::Math & Geometry,Interview::LeetCode::NeetCode150::17 Math & Geometry,Math & Geometry,official
1686038121094,Best Time to Buy and Sell Stock,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038120858,Longest Substring Without Repeating Characters,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038121700,Longest Repeating Character Replacement,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038121986,Permutation in String,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038121004,Minimum Window Substring,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038121330,Sliding Window Maximum,Interview::LeetCode::NeetCode150::Sliding Window,Interview::LeetCode::NeetCode150::03 Sliding Window,Sliding Window,official
1686038120892,Valid Parentheses,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038121162,Min Stack,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038121152,Evaluate Reverse Polish Notation,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038120896,Generate Parentheses,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038122330,Daily Temperatures,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038122558,Car Fleet,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038121020,Largest Rectangle in Histogram,Interview::LeetCode::NeetCode150::Stack,Interview::LeetCode::NeetCode150::04 Stack,Stack,official
1686038121304,Invert Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121060,Maximum Depth of Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121938,Diameter of Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121072,Balanced Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121052,Same Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121996,Subtree of Another Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121322,Lowest Common Ancestor of a Binary Search Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121056,Binary Tree Level Order Traversal,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121250,Binary Tree Right Side View,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038123748,Count Good Nodes in Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121048,Validate Binary Search Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121312,Kth Smallest Element in a BST,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121062,Construct Binary Tree from Preorder and Inorder Traversal,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121100,Binary Tree Maximum Path Sum,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121446,Serialize and Deserialize Binary Tree,Interview::LeetCode::NeetCode150::Trees,Interview::LeetCode::NeetCode150::07 Trees,Trees,official
1686038121268,Implement Trie (Prefix Tree),Interview::LeetCode::NeetCode150::Tries,Interview::LeetCode::NeetCode150::10 Tries,Tries,official
1686038121274,Design Add and Search Words Data Structure,Interview::LeetCode::NeetCode150::Tries,Interview::LeetCode::NeetCode150::10 Tries,Tries,official
1686038121276,Word Search II,Interview::LeetCode::NeetCode150::Tries,Interview::LeetCode::NeetCode150::10 Tries,Tries,official
1686038121102,Valid Palindrome,Interview::LeetCode::NeetCode150::Two Pointers,Interview::LeetCode::NeetCode150::02 Two Pointers,Two Pointers,official
1686038121186,Two Sum II - Input Array Is Sorted,Interview::LeetCode::NeetCode150::Two Pointers,Interview::LeetCode::NeetCode150::02 Two Pointers,Two Pointers,official
1686038120882,3Sum,Interview::LeetCode::NeetCode150::Two Pointers,Interview::LeetCode::NeetCode150::02 Two Pointers,Two Pointers,official
1686038120874,Container With Most Water,Interview::LeetCode::NeetCode150::Two Pointers,Interview::LeetCode::NeetCode150::02 Two Pointers,Two Pointers,official
1686038120936,Trapping Rain Water,Interview::LeetCode::NeetCode150::Two Pointers,Interview::LeetCode::NeetCode150::02 Two Pointers,Two Pointers,official
1788998585628,"A frog hops up a flight of steps, and each hop covers either one step or two. In",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585629,"A hiker climbs a staircase where standing on each step costs a posted toll, and ",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585630,A colony of rabbits grows so that each month's newborn count equals the sum of t,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585631,"A cat burglar walks down a single row of houses, each stashing a known amount of",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585632,"A cat burglar faces houses arranged in a closed ring, each holding loot, where n",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585633,A jeweler has a long strand of colored beads and wants to cut out the single lon,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585634,A jeweler examines a strand of colored beads and wants to tally every continuous,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585635,"A courier receives a message written only as digits, where 1 through 26 each sta",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585636,A cashier has unlimited coins in a few fixed denominations and must pay out an e,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585637,"A gambler walks past a row of betting tables, each multiplying his stake by a po",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585638,"A scribe finds a long banner of letters with every space removed, and a dictiona",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585639,"A collector lines up figurines in the order she bought them, each with a height.",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585640,Two siblings inherit a pile of gold bars of various weights and want to split th,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585641,"A drummer wants to fill exactly N beats using notes of a few fixed durations, dr",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585642,A tiler must cover a strip of exactly N units using square tiles whose side leng,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585643,A farmer has a rope of whole length N and must cut it into at least two whole-le,Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585644,"Two rivals take turns at a row of treasure chests, each holding a known (possibl",Interview::NeetCode 250::1-D Dynamic Programming,Interview::NeetCode 250::13 1-D Dynamic Programming,1-D Dynamic Programming,official
1788998585663,A beetle starts at the top-left corner of a rectangular garden grid and wants to,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585664,"A beetle crosses a rectangular garden from top-left to bottom-right, moving only",Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585665,A traveler crosses a rectangular field of tollbooths from top-left to bottom-rig,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585666,Two friends each wrote down their playlist as an ordered list of songs. Keeping ,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585667,"A quarry worker repeatedly smashes two stones together; if unequal, the lighter ",Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585668,A trader watches a token's daily price and may buy and later sell for profit any,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585669,A cashier has unlimited coins in a few fixed denominations and wants to count ho,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585670,A child has a row of numbered cards and must place either a plus or a minus in f,Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585671,"Two dealers each hold their own ordered deck. A third deck is laid out, and you ",Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
1788998585672,"Two players face a row of an even number of treasure chests, each with a known v",Interview::NeetCode 250::2-D Dynamic Programming,Interview::NeetCode 250::14 2-D Dynamic Programming,2-D Dynamic Programming,official
